predicate;question
http://dbpedia.org/ontology/musicComposer;What movie did frank churchill write music for
http://dbpedia.org/ontology/birthPlace;This is the city where steve sarkisian was born
http://dbpedia.org/ontology/writer;what movie was written by casey wilson
http://dbpedia.org/ontology/genre;What kind of music is the set sail album?
http://dbpedia.org/ontology/genre;what type of music is the album timeless
http://dbpedia.org/ontology/city;What is the name of a city in greater san antonio?
http://xmlns.com/foaf/0.1/gender;which gender is joe tabiri
http://dbpedia.org/ontology/creator;Who created miranda hobbes
http://dbpedia.org/ontology/artist;which 1994 album was produced by dion dimucci?
http://dbpedia.org/ontology/genre;What subgenre of rock is featured on the who sell out
http://dbpedia.org/ontology/birthPlace;What is andreas schnaas's nationality
http://dbpedia.org/ontology/country;what country is christopher newport university in?
http://dbpedia.org/ontology/producer;Which Hong Kong film did Wong Jing direct?
http://xmlns.com/foaf/0.1/gender;What is manqoba kunene's gender
http://dbpedia.org/ontology/artist;what is the name of an album by east 17
http://dbpedia.org/ontology/author;which french philosopher wrote the book anti-semite and jew?
http://dbpedia.org/property/modes;Name a game with multiplayer mode.
http://dbpedia.org/ontology/musicComposer;in which film did thomas newman contribute musically
http://dbpedia.org/ontology/genre;What is the name of a popular dance-pop DJ
http://dbpedia.org/ontology/producer;Who is the executive producer of body of lies (film)?
http://dbpedia.org/ontology/religion;which religion is sharron angle
http://dbpedia.org/ontology/birthPlace;where was gianluigi aponte  born
http://dbpedia.org/ontology/literaryGenre;what kind of book is a taste for death
http://dbpedia.org/ontology/position;what position does sejad salihovic play
http://dbpedia.org/ontology/director;who directed scarface (1983 film)
http://dbpedia.org/ontology/birthPlace;where is the origin of bret michaels
http://dbpedia.org/ontology/birthPlace;who is a famous guitarist from sweden
http://dbpedia.org/ontology/creator;Who created the fictional character robbie baldwin
http://dbpedia.org/ontology/birthPlace;What nationality is Didier Angibeaud?
http://dbpedia.org/ontology/genre;what kind of program was i want to be a hilton?
http://dbpedia.org/ontology/language;What language is used in el condor pasa
http://dbpedia.org/ontology/birthPlace;where was hazel henderson born?
http://dbpedia.org/ontology/type;what school is a high school?
http://dbpedia.org/ontology/position;What is livan hernandez's baseball position
http://dbpedia.org/ontology/type;what type of institution is west roxbury education complex?
http://dbpedia.org/ontology/literaryGenre;what is the genre of a talent for war
http://dbpedia.org/ontology/editing;Who is the editor of the movie teja bhai & family?
http://dbpedia.org/ontology/birthPlace;Which country is norman buckley from
http://dbpedia.org/ontology/country;whats the nationality of  kristyna pliskova
http://dbpedia.org/ontology/genre;what type of music is movin' wes?
http://dbpedia.org/ontology/genre;which kind of music is cancer associated with
http://dbpedia.org/ontology/isPartOf;Name a body of water located in romania.
http://dbpedia.org/ontology/genre;what genre of music does clarknova perform
http://dbpedia.org/ontology/literaryGenre;what literary genre is the book  tirra lirra by the river
http://dbpedia.org/ontology/architecturalStyle;what is an example of a georgian architectural style
http://dbpedia.org/ontology/genre;what kind of music is watts happening
http://purl.org/linguistics/gold/hypernym;Name a type of greatest hits album.
http://dbpedia.org/ontology/birthPlace;where in britain was sarah badel born?
http://dbpedia.org/ontology/distributor;What animated movie did warner bros. produce?
http://dbpedia.org/ontology/genre;who is the artist that plays rock music?
http://dbpedia.org/ontology/birthPlace;which footballer was born in keflavik?
http://dbpedia.org/ontology/author;who is the author of diamonds
http://dbpedia.org/ontology/writer;who composed where the streets have no name
http://dbpedia.org/ontology/birthPlace;what city and state was louise rosenblatt born in
http://dbpedia.org/ontology/position;which baseball position is jacque jones charged of
http://dbpedia.org/ontology/place;what pageant was in panama city
http://dbpedia.org/ontology/genre;what type of music is the burlap & satin album
http://dbpedia.org/ontology/literaryGenre;what book is in the fantasy genre
http://dbpedia.org/ontology/genre;what are examples of post-punk albums
http://dbpedia.org/ontology/isPartOf;Name a market-town in england
http://dbpedia.org/property/areas;what is an affected area of typhoon aere
http://dbpedia.org/ontology/literaryGenre;What style of book is boba fett: hunted?
http://dbpedia.org/ontology/birthPlace;Who was born in london?
http://dbpedia.org/ontology/isPartOf;what is a location within the united states
http://dbpedia.org/ontology/birthPlace;who is a person born in minsk
http://dbpedia.org/ontology/literaryGenre;what kind off book is upon some midnights clear
http://dbpedia.org/ontology/isPartOf;What's a city in augusta county, virginia?
http://dbpedia.org/ontology/deathPlace;which town did jeremiah clemens die
http://xmlns.com/foaf/0.1/gender;What is the gender of georg baselitz
http://dbpedia.org/ontology/birthPlace;Who was born in dublin?
http://dbpedia.org/ontology/birthPlace;Where was pauline ducruet born?
http://dbpedia.org/ontology/genre;What is a notable j-pop artist
http://dbpedia.org/ontology/artist;what is the name of an album released by krieg
http://dbpedia.org/ontology/recordLabel;What is the name of an artist that is signed to reprise records
http://dbpedia.org/ontology/place;Name an event that occurred in laconia.
http://dbpedia.org/ontology/country;Where is little baron lake?
http://dbpedia.org/ontology/isPartOf;Where is sayward located?
http://dbpedia.org/ontology/manufacturer;who is the manufacturer of eurocopter as332 super puma?
http://dbpedia.org/ontology/genre;is dragonslayer heavy metal or pop rock
http://dbpedia.org/ontology/region;which country is ogaki in
http://dbpedia.org/ontology/literaryGenre;what is a fiction book
http://dbpedia.org/ontology/musicComposer;who was the music composer for susan lenox (her fall and rise)?
http://dbpedia.org/ontology/literaryGenre;What is the name of a book in the literary genre of historical fiction?
http://dbpedia.org/ontology/writer;what did tom robinson write lyrics for?
http://dbpedia.org/ontology/birthPlace;Who was born in England?
http://dbpedia.org/ontology/child;who are the children of dolores costello
http://dbpedia.org/ontology/writer;Who was the composer of fake
http://dbpedia.org/ontology/birthPlace;where is brad bryant from
http://dbpedia.org/ontology/genre;what artists did electronica
http://dbpedia.org/ontology/genre;Name a hard rock album from England.
http://dbpedia.org/ontology/birthPlace;where was jean-christophe mitterrand's place of birth
http://dbpedia.org/ontology/birthPlace;Which country was bert shefter born in
http://dbpedia.org/ontology/birthPlace;Which ice hockey player and coach was born in ostrava?
http://dbpedia.org/ontology/position;what position does  cho yong-hyung play
http://dbpedia.org/ontology/birthPlace;Which city in america was kelly clarkson born in
http://dbpedia.org/ontology/isPartOf;what country is cher (department) in?
http://dbpedia.org/ontology/type;what school is a type of private university?
http://dbpedia.org/ontology/birthPlace;where was mark webber born
http://dbpedia.org/ontology/type;what kind of institution is the university of san diego school of law
http://dbpedia.org/ontology/artist;which track did philippe sarde work on
http://dbpedia.org/ontology/place;What theatre of conflict occured in central europe?
http://dbpedia.org/ontology/type;What format was tighten up vol. 88 releases as
http://purl.org/linguistics/gold/hypernym;What was the release type of the album flashpoint
http://dbpedia.org/ontology/cinematography;What is a film that tobias a. schliessler did the cinematography for
http://dbpedia.org/ontology/publisher;Who is the publisher for the videogame High School Musical 2: Work this Out!?
http://dbpedia.org/ontology/publisher;What company published lightspeed?
http://dbpedia.org/ontology/birthPlace;Where was king osanga's place of birth?
http://dbpedia.org/ontology/isPartOf;what county is bushnell township located
http://dbpedia.org/ontology/hubAirport;which airport has the hub for kalitta air
http://xmlns.com/foaf/0.1/gender;What is franjo glaser's gender
http://dbpedia.org/ontology/child;who were mukhriz mahathir's parents
http://dbpedia.org/ontology/timeZone;What is the name of a location in the pacific time zone
http://purl.org/linguistics/gold/hypernym;What was samson chanba notable for in the 1930s?
http://dbpedia.org/ontology/isPartOf;what is in bonner county?
http://dbpedia.org/ontology/position;What is the position that footballer essa obaid plays?
http://dbpedia.org/ontology/hometown;Where did winta originate from?
http://dbpedia.org/ontology/birthPlace;what screenwriter was born in sikeston
http://dbpedia.org/ontology/industry;which fast food companies are popular in east asia?
http://dbpedia.org/ontology/writer;What is a film brian aldiss wrote?
http://dbpedia.org/ontology/birthPlace;what famous person was born in quincy
http://dbpedia.org/ontology/birthPlace;where was tomaz salamun born
http://dbpedia.org/ontology/location;where is charleston field located
http://dbpedia.org/ontology/genre;what's a soft rock album
http://dbpedia.org/ontology/genre;The music group its ok falls into which genre?
http://dbpedia.org/ontology/isPartOf;Which country is georgetown located in?
http://dbpedia.org/ontology/instrument;what instrument can eartha play?
http://dbpedia.org/ontology/position;Which position does alexander geynrikh play in football
http://dbpedia.org/ontology/hometown;where did al berkowitz's career begin?
http://dbpedia.org/ontology/isPartOf;Where is raritan township?
http://xmlns.com/foaf/0.1/gender;is susan ashton a male or female
http://dbpedia.org/ontology/isPartOf;what are technological institutions located in illinois
http://dbpedia.org/ontology/isPartOf;What's a college in changchun
http://dbpedia.org/ontology/birthPlace;Who is a person that was born in defiance
