class;question
RES;Which awards did the children of Erik Bergman won ?
RES;Name the sharehoders of The National Herald ?
RES;Which writer of A streetcar Named Desire is also the author of The Catastrophe of Success ?
NUM;How many people are buried in the Mausoleum of Augustus?
RES;What are some famous works of the writer of The Second Coming?
RES;List the program genres of the sister stations of 97.1 WASH FM?
RES;Which team's players have played in the national hockey league?
RES;Which associated band of the Teddy Riley is also the performer of the Before I Let You Go?
RES;Where was James McClure born ?
RES;Who is the operator of AT&T Park ?
RES;Whose music composer is signed up with Sony Music Entertainment?
RES;In which company is Raymond Conner at an important position?
RES;Who hold stocks in the bank which is located at 731 Lexington Avenue?
RES;Which labels signs up progressive rock bands?
RES;Where does the railway tracks start, which ends in Kazan?
RES;Name the branch of Carroll E. Lanier ?
RES;what are some devices made by asus?
RES;Which former team of Franois Beauchemin does the Nathan Dempsey played for ?
RES;What is the colour of Red Marauder ?
RES;What is the draft team of Dale Mitchell (ice hockey) ?
NUM;Give me a count of schools in Reading, Berkshire?
RES;Who are some cofounders of record labels with Frank Rogers?
RES;By whom is the broadcaster network Bounce TV founded?
RES;Who is the scientist whose doctoral student is Erich Bagge?
RES;Who appointed the successor of Thomas Bee?
BOOL;Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team?
RES;List books authored by Miguel de Cervantes and published by Francisco de Robles ?
RES;List down all notable works of Neil Cross ?
RES;What is the local authority of the Buckhurst Hill County High School is also the birth palce of Sarah hampion ?
RES;what awards have been giving to Muhammad Yunus?
RES;Who is the meaning of the name Isa which was also one of the subject of play The Prodigal Son ?
RES;Who are the parent  of the people that  has POD as Redding, Connecticut ?
BOOL;Was saddam hussein at the rank of Mushir ever?
RES;What are the things Eric Schiller known for ?
RES;List the parts of Greater San Antonio?
RES;What is the president whose lieutenants are Winston Bryant and Joe Purcell?
RES;Where is Temenos Group founded ?
RES;Name some leaders of the parent organisation of the Gestapo?
NUM;How many venues are located in the US?
RES;What are some neighboring cities of cologny?
RES;What religion is Kabir Suman from?
BOOL;Does Kirk Hammett play the Gibson Flying V?
RES;Who are the people who died in a place architected by Jens Jensen
RES;Who has Kelly Osbourne and Ozzy Osbourne as relatives?
RES;Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name?
RES;Name the television show whose company is HBO and Playtone?
RES;Name the cover artist of the adventure of Tom sawyer ?
RES;Who did Bruce Bochy play for ? 
RES;Name the company which provides Outlook.com as service and also has a product named Microsoft Azure ?
RES;Name the company with product named Microsft Azure and provides OneDrive as a service ?
RES;Which political party got elected in First Legislative Assembly of Uttar Pradesh ?
RES;What is the deathplace of the Anatoly Kharlampiyev which is also the death place of  Lyudmila Buldakova?
RES;What is the Band whose band member is Mark Middleton?
BOOL;Is Tamera Mowry the former band member of Voices?
RES;List the actors of  Lucy Sullivan Is Getting Married?
NUM;How many people have worked in the band one of whose current member is Hynief?
NUM;Enumerate all those who are in the Board of companies founded in New York?
RES;Name the awards that have been given to the writer made famous for Creature Comforts?
NUM;Murray Gold has composed music for how many things?
RES;In which wars did Percy Fitzwallace fight?
RES;What other awards have Becket fund for religious liberty winners received?
RES;Who was the vice president under which elizabeth alexander served?
NUM;How many people have been presenters for NBC shows?
RES;Name the river whose source region is North-Western Province, Zambia and source location is Ikelenge  District?
RES;Who is the compiler of British Gazette whose prime minister is also Peter Thorneycroft ?
RES;Name the states which have been billed by the wrestlers who has also billed Georgia ?
RES;List the outflows of the lake whose one of the outflows is Benu river ?
RES;Name the television show with opening theme as Te Deum and is composed by Marc-Antoine Charpentier?
BOOL;Is Grand Bahama lie in the achipelago of the bahamas?
RES;Who produced wizards vs aliens?
RES;Who is the distributer of Rev ?
RES;Which city was founded by  George Washington and John Forbes (British Army officer)?
RES;Which is the city closest to both the Lodaiska site and the home of David w brown?
BOOL;Is Michael Schumacher the first driver of the 1994 grand prix?
RES;What are the books written by authors who died in Madrid?
RES;What is father's name who also served in military of Carlene Carter?
NUM;Count the number of broadcast area of the TV stations which serves in Agalga ?
RES;In which wars army men awarded with the Croix de Guerre, fought?
RES;Where is the residence of the governor of Bangkok ?
RES;Name the scientist whose supervisor was Ernest Rutherford and had a doctoral students named Charles Drummond Ellis?
RES;What is the scientist whose PhD students are Erich Bagge and erban ieica?
RES;Name the movies writtten by the group Monty Python ?
RES;Where is Lao Plaza Hotel located?
BOOL;Was Walt Disney the cinematographer of Mickey's Mellerdrammer?
RES;Which sitcom's company is Paramount Television and is located in Cheers Beacon hill ?
RES;Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?
RES;Which Tv series led to Frasier?
RES;Which  writer has childrens named Mother Mary Alphonsa and Julian Hawthorne?
RES;What is the profession of William Luther Hill ?
RES;Name all the hubs of the airlines whose one of the hubs is Selangir ?
NUM;How many other school are there of the rugby players whose school is Michaelhouse ?
RES;In which country can I find the State Academic Opera and Ballet Theater and Baku Puppet Theatre?
RES;What are the films whose atleast one cast member died due to Colorectal cancer?
RES;Who is the President of United World College of Costa Rica ?
RES;Which city has it's landmark as Cheasty Boulevard South?
RES;List down the opponents of Frank Stilwell?
RES;Name the movie whose director is Ridley Scott and it's music composer is Vangelis?
RES;Where is Bogobiri House located ?
RES;What is the religion of the leader of South Korean legislative election of 1992 ?
RES;Who is the writer of Neverwhere (radio play) ?
NUM;How many other key people are there of the non-profit organisations whose key people is Hillary Clinton ?
RES;List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?
NUM;How many currencies are in used in places where people speak French?
RES;Which football managers managed Middlesbrough F.C.?
RES;Who are some american football players whose high school is Oktoc, Mississippi?
RES;Name the company founded in US and created Visual Studio ?
NUM;How many factions were involved in the battles fought by Arthur St. Clair?
NUM;Count the number of ingredient of the foods which have one of the ingredient is Pork ?
RES;What is the television show whose opening theme is Te Deum (Charpentier)?
RES;List the ideologies of the party of Boonchu Rojanastien?
RES;To which country do gabriel paris gordillo and gustavo rojas pinilla owe their allegiance?
RES;Who were the narrators of the albums which had Ringo Starr as one of the narrator ?
NUM;How many people have played for the ones who own the stadium of Bankers Life Fieldhouse?
RES;List the newspapers whose headquarters's time zone is Central European Summer Time.
RES;Where does the river end which starts in Mazabuka?
NUM;Count all american football players whose former team owns Lucas Oil Stadium ?
RES;What are the academic interests of the advisor of Paul Demiville ?
RES;Which awards are presented by Swedish Academy?
RES;Name the university whose teams have been managed by Albertin Montoya?
RES;what are some journals of academic Philosophy
RES;Who is the writer of the Cavalcade of America and The United States Steel Hour ?
RES;Where did the conflict take place where Liu Mingchuan fought?
RES;Which rivers originate from Dowra?
RES;What is the official residence of the Lula J. Davis which is also the death location of the John McTaggart (jockey) ?
RES;What is the military rank of the commanders of Regiment of Mounted Grenadiers?
